Source,Target
胸部血丝,颈项蛛纹血丝
胸部血丝,面黑
胸部血丝,小鱼际红
颈项蛛纹血丝,面黑
颈项蛛纹血丝,小鱼际红
面黄,股阴痛
面黄,外阴渗黄水
面黄,皮肤麻木
面黄,白带色赤
面黄,尿不尽
尿痛,股阴痛
尿痛,面浮肿
尿痛,外阴渗黄水
尿痛,皮肤麻木
尿痛,白带色赤
下肢无力,股阴痛
下肢无力,外阴渗黄水
下肢无力,皮肤麻木
下肢无力,白带色赤
股阴痛,乏力
股阴痛,面浮肿
股阴痛,外阴渗黄水
股阴痛,皮肤麻木
股阴痛,尿不利
股阴痛,白带色赤
股阴痛,感觉异常
股阴痛,发热
股阴痛,尿不尽
乏力,外阴渗黄水
乏力,白带色赤
面浮肿,外阴渗黄水
面浮肿,皮肤麻木
面浮肿,白带色赤
面浮肿,发热
外阴渗黄水,皮肤麻木
外阴渗黄水,尿不利
外阴渗黄水,白带色赤
外阴渗黄水,感觉异常
外阴渗黄水,发热
外阴渗黄水,尿不尽
皮肤麻木,尿不利
皮肤麻木,白带色赤
皮肤麻木,尿不尽
尿不利,感觉异常
白带色赤,感觉异常
白带色赤,发热
白带色赤,尿不尽
感觉异常,尿不尽
足冷,股阴部抽掣
足冷,股阴痛
足冷,黄疸
足冷,皮肤麻木
足冷,手足苍白
股阴部抽掣,昏迷
股阴部抽掣,白带清稀
股阴部抽掣,手冷
股阴部抽掣,下肢无力
股阴部抽掣,股阴痛
股阴部抽掣,黄疸
股阴部抽掣,面浮肿
股阴部抽掣,乏力
股阴部抽掣,皮肤麻木
股阴部抽掣,面暗
股阴部抽掣,足肿
股阴部抽掣,感觉异常
股阴部抽掣,意识障碍
股阴部抽掣,手足苍白
昏迷,白带清稀
昏迷,下肢无力
昏迷,股阴痛
昏迷,足肿
昏迷,手足苍白
白带清稀,股阴痛
白带清稀,黄疸
白带清稀,面浮肿
白带清稀,皮肤麻木
白带清稀,足肿
白带清稀,感觉异常
白带清稀,意识障碍
白带清稀,手足苍白
手冷,股阴痛
手冷,黄疸
手冷,皮肤麻木
手冷,手足苍白
下肢无力,黄疸
下肢无力,意识障碍
下肢无力,手足苍白
股阴痛,黄疸
股阴痛,面暗
股阴痛,足肿
股阴痛,意识障碍
股阴痛,手足苍白
黄疸,面浮肿
黄疸,皮肤麻木
黄疸,面暗
黄疸,足肿
黄疸,感觉异常
黄疸,手足苍白
面浮肿,面暗
面浮肿,足肿
面浮肿,手足苍白
乏力,手足苍白
皮肤麻木,面暗
皮肤麻木,手足苍白
面暗,足肿
面暗,手足苍白
足肿,意识障碍
足肿,手足苍白
感觉异常,手足苍白
意识障碍,手足苍白
爪白,皮肤色暗
爪白,皮肤色白
爪白,尿失禁
爪白,股阴痛
爪白,汗毛脱落
汗出,皮肤色暗
汗出,皮肤色白
汗出,股阴痛
汗出,汗毛脱落
少气,皮肤色暗
少气,皮肤色白
少气,尿失禁
少气,股阴痛
少气,汗毛脱落
自汗,皮肤色暗
自汗,皮肤色白
自汗,股阴痛
自汗,汗毛脱落
皮肤色暗,皮肤色白
皮肤色暗,尿失禁
皮肤色暗,唇色白
皮肤色暗,乏力
皮肤色暗,股阴痛
皮肤色暗,恶寒
皮肤色暗,汗毛脱落
皮肤色暗,少言
皮肤色暗,面白
皮肤色白,尿失禁
皮肤色白,唇色白
皮肤色白,股阴痛
皮肤色白,汗毛脱落
皮肤色白,少言
尿失禁,唇色白
尿失禁,股阴痛
尿失禁,汗毛脱落
唇色白,股阴痛
唇色白,汗毛脱落
乏力,汗毛脱落
股阴痛,恶寒
股阴痛,汗毛脱落
股阴痛,少言
股阴痛,面白
恶寒,汗毛脱落
汗毛脱落,少言
汗毛脱落,面白
阴部抽掣,腰酸
阴部抽掣,耳聋
阴部抽掣,股阴部抽掣
阴部抽掣,消瘦
阴部抽掣,脱肛
阴部抽掣,足无力
阴部抽掣,下肢无力
阴部抽掣,尿失禁
阴部抽掣,股阴痛
阴部抽掣,阴茎痛
阴部抽掣,膝软
腰酸,股阴部抽掣
腰酸,股阴痛
腰酸,阴茎痛
腰酸,膝软
耳聋,股阴部抽掣
耳聋,脱肛
耳聋,足无力
耳聋,股阴痛
耳聋,阴茎痛
股阴部抽掣,消瘦
股阴部抽掣,脱肛
股阴部抽掣,足无力
股阴部抽掣,尿失禁
股阴部抽掣,阴茎痛
股阴部抽掣,膝软
消瘦,足无力
消瘦,股阴痛
消瘦,阴茎痛
消瘦,膝软
脱肛,足无力
脱肛,下肢无力
脱肛,尿失禁
脱肛,股阴痛
脱肛,阴茎痛
脱肛,膝软
足无力,尿失禁
足无力,股阴痛
足无力,阴茎痛
足无力,膝软
下肢无力,阴茎痛
下肢无力,膝软
尿失禁,阴茎痛
尿失禁,膝软
股阴痛,阴茎痛
股阴痛,膝软
阴茎痛,膝软
皮色不变,肢体沉重
皮色不变,下肢痛
皮色不变,四肢痛
皮色不变,关节不利
肢体沉重,下肢痛
肢体沉重,四肢痛
肢体沉重,关节不利
下肢痛,关节不利
下肢痛,足热
下肢痛,尿黄
下肢痛,尿短
下肢痛,便秘
足热,尿黄
足热,尿短
足热,发热
足热,肢体痛
足热,便秘
足热,四肢痛
尿短,四肢痛
便秘,四肢痛
声重,无汗
下肢肿,皮肤色紫
下肢肿,下肢痛
下肢肿,四肢痛
下肢肿,肢体痛
下肢肿,皮肤干燥
浮肿,皮肤色紫
浮肿,皮肤干燥
皮肤色紫,下肢痛
皮肤色紫,四肢痛
皮肤色紫,皮肤干燥
下肢痛,皮肤干燥
四肢痛,皮肤干燥
面黄,下肢痛
面黄,关节痛
下肢痛,心悸
下肢痛,肢软
关节痛,心悸
关节痛,肢软
肢软,四肢痛
膝肿,下肢痛
膝肿,活动不利
膝肿,关节痛
膝肿,下肢无力
膝肿,头晕
膝肿,乏力
膝肿,肢体痛
膝肿,四肢痛
膝肿,腰痛
下肢痛,下肢无力
下肢无力,四肢痛
膝肿,面部出油
膝肿,大便不调
膝肿,面浮肿
膝肿,尿黄
膝肿,面黄
下肢痛,面部出油
下肢痛,大便不调
下肢痛,面浮肿
面部出油,关节痛
面部出油,大便不调
面部出油,面浮肿
面部出油,尿黄
面部出油,肢体痛
面部出油,面黄
面部出油,四肢痛
关节痛,大便不调
大便不调,尿黄
大便不调,肢体痛
大便不调,四肢痛
面浮肿,尿黄
面浮肿,四肢痛
膝肿,难以行走
膝肿,剧痛
膝肿,肢冷
膝肿,形寒
膝肿,面白
难以行走,剧痛
难以行走,下肢痛
难以行走,关节痛
难以行走,肢冷
难以行走,肢体痛
难以行走,四肢痛
难以行走,形寒
难以行走,面白
剧痛,下肢痛
剧痛,关节痛
剧痛,肢冷
剧痛,形寒
剧痛,面白
下肢痛,面白
情绪不稳,膝肿
膝肿,烦躁
膝肿,口渴
膝肿,尿短
膝肿,发热
膝肿,便秘
头昏沉,膝肿
头昏沉,下肢痛
头昏沉,关节肿胀
头昏沉,大便不调
头昏沉,膝关节沉
恶心,膝肿
恶心,下肢痛
恶心,关节痛
恶心,关节肿胀
恶心,膝关节沉
恶心,四肢痛
膝肿,脘痞
膝肿,关节肿胀
膝肿,膝关节沉
膝肿,腹胀
肢体痛,膝关节沉
脘痞,下肢痛
脘痞,关节肿胀
脘痞,大便不调
脘痞,膝关节沉
脘痞,四肢痛
下肢痛,关节肿胀
下肢痛,膝关节沉
关节痛,膝关节沉
关节痛,腹胀
关节肿胀,大便不调
关节肿胀,膝关节沉
关节肿胀,腹胀
大便不调,膝关节沉
乏力,膝关节沉
膝关节沉,腹胀
膝关节沉,四肢痛
阳痿,下肢痛
阳痿,呼吸急促
阳痿,下肢冷
阳痿,膝软
腰部无力,下肢痛
腰部无力,下肢无力
腰部无力,下肢冷
腰部无力,四肢痛
腰部无力,肢体痛
腰部无力,面黑
腰部无力,尿不尽
腰部无力,膝软
下肢痛,呼吸急促
下肢痛,下肢冷
下肢痛,尿频
下肢痛,面黑
下肢痛,尿不尽
下肢痛,膝软
呼吸急促,面黑
呼吸急促,膝软
下肢冷,四肢痛
下肢冷,尿频
下肢冷,肢体痛
下肢冷,面黑
下肢冷,尿不尽
下肢冷,膝软
四肢痛,尿频
四肢痛,面黑
四肢痛,尿不尽
四肢痛,膝软
面黑,尿不尽
面黑,膝软
尿不尽,膝软
咽干,梦遗
梦遗,下肢痛
梦遗,下肢无力
梦遗,肢体痛
梦遗,四肢痛
情绪不稳,声重
声重,烦躁
声重,口渴
手足发热,足热
手足发热,头痛
手足发热,恶寒
手足发热,咽红
肢体痛,咽红
汗出,足热
口渴,足热
足热,头痛
足热,恶寒
足热,无汗
足热,咽红
情绪不稳,足热
烦躁,足热
足热,盗汗
足部红,足热
足部红,足肿
口渴,足肿
足热,足肿
尿黄,足肿
发热,足肿
足痛,关节痛
足痛,下肢沉重
足痛,关节不利
关节痛,下肢沉重
下肢沉重,肢体痛
下肢沉重,关节不利
跛行,下肢生疽
跛行,肢体痛
跛行,足痛
跛行,皮肤色白
跛行,身冷
跛行,下肢痛
跛行,肢冷
跛行,下肢无力
跛行,下肢沉重
跛行,步态异常
跛行,腿重着
跛行,四肢痛
下肢生疽,足痛
下肢生疽,皮肤色白
下肢生疽,身冷
下肢生疽,下肢痛
下肢生疽,肢冷
下肢生疽,下肢无力
下肢生疽,下肢沉重
下肢生疽,步态异常
下肢生疽,腿重着
下肢生疽,四肢痛
肢体痛,皮肤色白
肢体痛,身冷
肢体痛,步态异常
肢体痛,腿重着
足痛,皮肤色白
足痛,身冷
足痛,下肢痛
足痛,步态异常
足痛,腿重着
足痛,四肢痛
皮肤色白,身冷
皮肤色白,下肢痛
皮肤色白,下肢无力
皮肤色白,下肢沉重
皮肤色白,步态异常
皮肤色白,腿重着
皮肤色白,四肢痛
身冷,下肢痛
身冷,肢冷
身冷,下肢沉重
身冷,步态异常
身冷,腿重着
身冷,四肢痛
下肢痛,下肢沉重
下肢痛,步态异常
下肢痛,腿重着
肢冷,下肢沉重
肢冷,步态异常
肢冷,腿重着
下肢无力,下肢沉重
下肢无力,步态异常
下肢无力,腿重着
下肢沉重,步态异常
下肢沉重,腿重着
下肢沉重,四肢痛
步态异常,腿重着
步态异常,四肢痛
腿重着,四肢痛
腰酸,足痛
腰酸,眼昏花
足痛,眼昏花
足痛,活动不利
足痛,不耐久立
耳鸣,眼昏花
眼昏花,活动不利
眼昏花,头晕
眼昏花,不耐久立
眼昏花,肢体痛
不寐,转筋
不寐,腿转筋
不寐,足趾转筋
少言,转筋
少言,手抽搐
少言,腿转筋
少言,足趾转筋
转筋,视力受损
转筋,呼吸急促
转筋,头晕
转筋,手抽搐
转筋,乏力
转筋,腿转筋
转筋,面色不荣
转筋,心悸
转筋,纳差
转筋,足趾转筋
转筋,抽搐
转筋,视物模糊
视力受损,腿转筋
视力受损,足趾转筋
呼吸急促,腿转筋
呼吸急促,足趾转筋
头晕,腿转筋
头晕,足趾转筋
手抽搐,腿转筋
手抽搐,纳差
手抽搐,足趾转筋
乏力,腿转筋
乏力,足趾转筋
腿转筋,面色不荣
腿转筋,心悸
腿转筋,纳差
腿转筋,足趾转筋
腿转筋,抽搐
腿转筋,视物模糊
面色不荣,足趾转筋
心悸,足趾转筋
纳差,足趾转筋
足趾转筋,抽搐
足趾转筋,视物模糊
腰酸,转筋
耳鸣,转筋
转筋,健忘
转筋,肢体痛
转筋,关节痛
腹泻,转筋
腹泻,腿转筋
转筋,目凹陷
转筋,肢冷
转筋,呕吐
转筋,面白
目凹陷,肢冷
目凹陷,呕吐
目凹陷,腿转筋
目凹陷,面白
肢冷,腿转筋
呕吐,腿转筋
腿转筋,面白
肢体沉重,关节痛
转筋,口渴
转筋,发热
口渴,腿转筋
腿转筋,发热
自汗,足痛
足痛,乏力
足痛,面白
目眩,足痛
目眩,不耐久立
四肢麻木,爪甲枯
四肢麻木,爪甲薄
四肢麻木,手足颤动
视力受损,爪甲枯
视力受损,爪甲薄
爪甲枯,颤抖
爪甲枯,面色不荣
爪甲枯,感觉异常
爪甲枯,手足颤动
爪甲枯,视物模糊
颤抖,爪甲薄
感觉异常,爪甲薄
爪甲薄,手足颤动
爪甲薄,视物模糊
足冷,足痛
足冷,肢体拘急
足冷,颤抖
足冷,手足颤动
足痛,手冷
足痛,肢体拘急
足痛,颤抖
足痛,手足颤动
手冷,肢体拘急
手冷,颤抖
手冷,手足颤动
肢体拘急,手足颤动
肢体痛,手足颤动
肌肉松弛,活动不利
肌肉松弛,恶寒
肌肉松弛,躯体前倾
肌肉松弛,颤抖
肌肉松弛,腹胀
肌肉松弛,形寒
活动不利,躯体前倾
活动不利,足软
活动不利,形寒
恶寒,躯体前倾
恶寒,足软
躯体前倾,颤抖
躯体前倾,纳差
躯体前倾,腹胀
躯体前倾,便溏
躯体前倾,足软
躯体前倾,形寒
颤抖,足软
颤抖,形寒
纳差,足软
腹胀,足软
便溏,足软
足软,形寒
手足发热,言语不利
手足发热,步态异常
手足发热,曲线步行
腰酸,步态异常
腰酸,曲线步行
言语不利,步态异常
言语不利,曲线步行
言语不利,视物模糊
消瘦,曲线步行
视力受损,步态异常
视力受损,曲线步行
活动不利,步态异常
活动不利,曲线步行
头晕,步态异常
头晕,曲线步行
步态异常,发热
步态异常,曲线步行
步态异常,视物模糊
发热,曲线步行
曲线步行,视物模糊
肢体强直,咳嗽
肢体强直,咳痰
肢体强直,身冷
肢体强直,抑郁
肢体强直,颤抖
肢体强直,胸闷
咳嗽,身冷
咳嗽,活动不利
咳痰,身冷
咳痰,抑郁
咳痰,活动不利
咳痰,肢冷
身冷,抑郁
身冷,活动不利
身冷,颤抖
身冷,胸闷
抑郁,肢冷
抑郁,颤抖
活动不利,肢冷
颤抖,胸闷
战汗,汗出
战汗,恶寒
战汗,颤抖
战汗,发热
战汗,肢体痛
头痛,背冷
背冷,发热
口淡,背冷
不喜饮,背冷
背冷,便溏
背冷,面白
浮肿,背冷
不喜饮,气喘
咳嗽,背冷
咳嗽,喜热饮
咳痰,背冷
咳痰,喜热饮
头晕,背冷
头晕,喜热饮
乏力,背冷
背冷,喜热饮
背冷,气喘
背冷,纳差
背冷,腹胀
喜热饮,气喘
咽干,背热
胸痛,背热
咳嗽,背热
咳痰,背热
背热,面赤
背热,便秘
手足发热,背热
手足发热,背痛
汗出,背热
腰酸,背热
背热,肢体痛
背热,背痛
背热,盗汗
不可转侧,关节痛
关节痛,不可俯仰
手足发热,少气
少气,腰痛
阳痿,足痛
阳痿,膝无力
腰酸,膝无力
腰部无力,发少
腰部无力,足痛
腰部无力,齿松
腰部无力,肢软
腰部无力,膝冷
发少,膝无力
发少,膝冷
足痛,膝无力
足痛,遗精
足痛,肢软
足痛,膝冷
齿松,膝无力
齿松,肢软
齿松,膝冷
膝无力,遗精
膝无力,肢体痛
膝无力,肢软
膝无力,膝冷
遗精,膝冷
肢体痛,膝冷
肢软,膝冷
咽干,无汗
鼻干,无汗
战汗,烦渴
战汗,欲饮
战汗,恶热
肢体痛,腿沉重
肢体痛,腿冷
肢体痛,腰部沉重
腹胀,腿沉重
腹胀,腰冷
腹胀,腿冷
腹胀,腰部沉重
腿沉重,腰冷
腿沉重,腿冷
腿沉重,腰痛
腰冷,腿冷
腰冷,腰部沉重
腿冷,腰痛
腿冷,腰部沉重
腰痛,腰部沉重
腹泻,足痛
腹泻,齿松
腹泻,滑精
腹泻,腰冷
腹泻,腰痛
腹泻,膝软
腹泻,腰部沉重
阳痿,月经不调
阳痿,腰痛
阳痿,腰部沉重
发少,滑精
发少,腰冷
发少,腰部沉重
足痛,滑精
足痛,月经不调
足痛,腰冷
足痛,尿清
足痛,腰部沉重
齿松,滑精
齿松,月经不调
齿松,腰冷
齿松,腰部沉重
滑精,腰部沉重
月经不调,腰冷
月经不调,尿清
月经不调,腰痛
月经不调,膝软
月经不调,腰部沉重
腰冷,膝软
尿清,膝软
膝软,腰部沉重
浮肿,上肢活动自如
浮肿,腰肿
汗出,上肢活动自如
汗出,腰冷
汗出,腰肿
汗出,腰部沉重
关节痛,上肢活动自如
关节痛,腰肿
关节痛,腰部沉重
下肢无力,上肢活动自如
下肢无力,腰冷
下肢无力,腰肿
下肢无力,腰部沉重
恶寒,上肢活动自如
恶寒,腰肿
上肢活动自如,乏力
上肢活动自如,腰冷
上肢活动自如,肢体痛
上肢活动自如,腰肿
上肢活动自如,关节不利
上肢活动自如,腰部沉重
乏力,腰肿
乏力,腰部沉重
腰冷,腰肿
腰冷,关节不利
肢体痛,腰肿
腰肿,关节不利
腰肿,腰部沉重
关节不利,腰部沉重
腹泻,腰部无力
腹泻,耳鸣
腹泻,耳聋
腹泻,遗精
腹泻,膝无力
足冷,膝冷
腰部无力,腰痛
腰部无力,喜暖
耳鸣,膝冷
便溏,膝冷
阳痿,喜暖
发少,尿频
手冷,膝冷
呼吸急促,耳聋
呼吸急促,遗精
耳聋,喜暖
耳聋,膝无力
遗精,喜暖
腰痛,膝冷
腰痛,膝无力
膝冷,喜暖
喜暖,膝无力
膝无力,恶寒
腰酸,下肢痛
腰部无力,腰冷
下肢痛,膝无力
下肢痛,腰冷
下肢痛,膝冷
膝无力,腰冷
膝无力,四肢痛
膝无力,膝软
腰冷,四肢痛
四肢痛,膝冷
膝软,膝冷
膝肿,腰部无力
膝肿,膝无力
膝肿,不耐久立
膝肿,不耐久行
膝肿,足肿
膝肿,膝软
腰部无力,便秘
腰部无力,关节痛
腰部无力,尿黄
腰部无力,不耐久立
腰部无力,不耐久行
腰部无力,尿短
腰部无力,足肿
便秘,膝无力
便秘,不耐久立
便秘,不耐久行
便秘,足肿
便秘,膝软
下肢痛,不耐久立
下肢痛,不耐久行
下肢痛,足肿
关节痛,膝无力
关节痛,不耐久行
关节痛,膝软
下肢无力,膝无力
下肢无力,不耐久行
膝无力,尿黄
膝无力,不耐久立
膝无力,不耐久行
膝无力,尿短
膝无力,足肿
尿黄,不耐久立
尿黄,不耐久行
尿黄,膝软
不耐久立,不耐久行
不耐久立,尿短
不耐久立,四肢痛
不耐久立,膝软
不耐久行,尿短
不耐久行,肢体痛
不耐久行,足肿
不耐久行,四肢痛
不耐久行,膝软
尿短,足肿
尿短,膝软
足肿,四肢痛
足肿,膝软
腰痛,腰部僵直
腰部僵直,肢体痛
目赤,腰部僵直
目赤,尿痛
耳聋,腰部僵直
耳聋,尿痛
腰部僵直,尿痛
腰部僵直,胁痛
腰部僵直,尿黄
腰部僵直,面赤
腰部僵直,便秘
腰部僵直,口苦
腿发紧,腹冷
腿发紧,无汗
腿发紧,头痛
腿发紧,腰冷
腿发紧,肢体痛
腿发紧,腿冷
腿发紧,腰痛
腿发紧,腰部沉重
腹冷,无汗
腹冷,头痛
腹冷,腿冷
腹冷,腰部沉重
无汗,腰冷
无汗,腿冷
无汗,腰部沉重
头痛,腰冷
头痛,腿冷
头痛,腰部沉重
自汗,周身酸楚
周身酸楚,汗出
周身酸楚,恶寒
浮肿,腿冷
阳痿,月经过少
阳痿,月经色淡
月经过少,遗精
月经过少,腰冷
月经色淡,白带清稀
月经色淡,遗精
月经色淡,腰冷
白带清稀,遗精
遗精,腰冷
汗出,腰背屈曲
声低,腰背屈曲
腰背屈曲,呼吸急促
腰背屈曲,乏力
腰背屈曲,气喘
不寐,腰背屈曲
发少,腰背屈曲
消瘦,腰背屈曲
腰背屈曲,活动不利
腰背屈曲,健忘
腰酸,腰背屈曲
腰背屈曲,下肢无力
腰背屈曲,听力减退
腰背屈曲,尿频
腰背屈曲,尿清
下肢无力,听力减退
听力减退,尿清
阑尾剧痛,不能翻身
阑尾剧痛,尾骶痛
阑尾剧痛,活动不利
阑尾剧痛,不能平卧
阑尾剧痛,不可俯仰
阑尾剧痛,纳差
阑尾剧痛,肢体痛
阑尾剧痛,便秘
不能翻身,尾骶痛
不能翻身,活动不利
不能翻身,不能平卧
不能翻身,不可俯仰
不能翻身,纳差
不能翻身,肢体痛
不能翻身,便秘
尾骶痛,活动不利
尾骶痛,不能平卧
尾骶痛,不可俯仰
尾骶痛,纳差
尾骶痛,肢体痛
尾骶痛,便秘
活动不利,不能平卧
活动不利,不可俯仰
活动不利,便秘
不能平卧,不可俯仰
不能平卧,纳差
不可俯仰,纳差
不可俯仰,便秘
腰酸,尾骶痛
尾骶痛,尿失禁
尾骶痛,腰痛
喉中有痰,不能平卧
喉中有痰,便溏
呼吸困难,气粗
呼吸困难,不能平卧
气粗,胸膈痞满
气粗,不能平卧
气粗,乏力
气粗,纳差
气粗,便溏
胸膈痞满,不能平卧
胸膈痞满,乏力
胸膈痞满,腹胀
胸膈痞满,便溏
不能平卧,乏力
不能平卧,便溏
喉中有痰,声如曳锯
喉中有痰,欲饮
呼吸困难,声如曳锯
呼吸困难,欲饮
鼻翼煽动,声如曳锯
鼻翼煽动,欲饮
鼻翼煽动,胸闷
声如曳锯,咳嗽
声如曳锯,咳痰
声如曳锯,欲饮
声如曳锯,口渴
声如曳锯,气喘
声如曳锯,发热
声如曳锯,胸闷
欲饮,气喘
喉中有痰,关节不利
瘫痪,关节不利
口眼歪斜,关节不利
半身不遂,关节不利
肢体麻木,自汗
肢体麻木,尿少
肢体麻木,尿短
尿少,感觉异常
尿短,感觉异常
喉中有痰,腰酸
喉中有痰,少气
喉中有痰,恶寒
喉中有痰,少言
胸痛,尿少
胸痛,唇燥
胸痛,咽肿
目赤,鼻翼煽动
鼻翼煽动,尿少
鼻翼煽动,面赤
鼻翼煽动,咽肿
鼻翼煽动,咳血
咽痛,唇燥
尿少,咳血
咳痰,唇燥
唇燥,气喘
唇燥,咳血
气喘,咽肿
咽肿,咳血
胸痛,唇色暗
面青,咳嗽
面青,咳痰
面青,唇色暗
面青,不能平卧
咳嗽,唇色暗
咳嗽,面黑
咳痰,唇色暗
咳痰,面黑
唇色暗,肢冷
唇色暗,不能平卧
唇色暗,恶寒
唇色暗,气喘
唇色暗,面黑
唇色暗,形寒
肢冷,不能平卧
不能平卧,恶寒
不能平卧,面黑
不能平卧,形寒
手足发热,胸痛
手足发热,鼻干
不寐,鼻干
恶寒,唇燥
口甜,嗜卧
口甜,咳嗽
口甜,咳痰
口甜,下肢无力
口甜,头晕
口甜,面浮肿
口粘,嗜卧
口粘,下肢无力
口粘,面浮肿
嗜卧,面浮肿
咳痰,下肢无力
咽干,活动不利
胸痛,活动不利
活动不利,气喘
活动不利,咳血
恶心,气喘
胸胀,气喘
胁胀,呼吸急促
自汗,多饮
呼吸微弱,消瘦
消瘦,声音低
呼吸急促,声音低
肢冷,声音低
恶寒,声音低
声音低,便溏
呼吸困难,不喜饮
呼吸困难,无汗
恶心,气粗
吞咽不利,胸痛
吞咽不利,气喘
吞咽不利,心悸
声低,面赤
声低,易感冒
口渴,易感冒
面赤,易感冒
气喘,易感冒
呼吸困难,腰冷
咳嗽,腰冷
咳痰,腰冷
气喘,腰冷
多饮,胸膈痞满
自汗,胸膈痞满
胸膈痞满,汗出
呼吸困难,尿少
腰酸,不能平卧
喉中有痰,哮鸣
喉中有痰,不喜饮
喉中有痰,无汗
喉中有痰,喜热饮
喉中有痰,面暗
呼吸困难,哮鸣
呼吸困难,喜热饮
哮鸣,不喜饮
哮鸣,肢体痛
哮鸣,面青
哮鸣,咳嗽
哮鸣,胸膈痞满
哮鸣,咳痰
哮鸣,口渴
哮鸣,无汗
哮鸣,头痛
哮鸣,恶寒
哮鸣,喜热饮
哮鸣,发热
哮鸣,面暗
肢体痛,胸膈痞满
肢体痛,喜热饮
面青,胸膈痞满
胸膈痞满,无汗
胸膈痞满,头痛
胸膈痞满,恶寒
胸膈痞满,喜热饮
胸膈痞满,发热
胸膈痞满,面暗
咳痰,面暗
无汗,喜热饮
无汗,面暗
头痛,喜热饮
喜热饮,面暗
喉中有痰,自汗
喉中有痰,语声洪亮
哮鸣,情绪不稳
哮鸣,汗出
哮鸣,自汗
哮鸣,烦躁
哮鸣,欲饮
哮鸣,面赤
哮鸣,语声洪亮
哮鸣,气喘
呼吸困难,语声洪亮
情绪不稳,语声洪亮
汗出,语声洪亮
自汗,欲饮
自汗,语声洪亮
咳嗽,语声洪亮
咳痰,语声洪亮
烦躁,语声洪亮
欲饮,语声洪亮
口渴,语声洪亮
头痛,语声洪亮
面赤,语声洪亮
哮鸣,胸闷
喉中有痰,呼吸急促
喉中有痰,形寒
哮鸣,呼吸急促
哮鸣,肢冷
哮鸣,形寒
哮鸣,面白
咽干,哮鸣
哮鸣,消瘦
哮鸣,盗汗
喉中有痰,消瘦
喉中有痰,盗汗
呼吸困难,盗汗
情绪不稳,不得卧
不得卧,烦躁
不得卧,头痛
不得卧,恶寒
不得卧,气喘
不得卧,发热
不得卧,肢体痛
不得卧,胸闷
喉中有痰,气逆
喉中有痰,迫塞
便秘,迫塞
咳嗽,迫塞
气逆,欲饮
气逆,恶寒
气逆,胸闷
气逆,迫塞
咳痰,迫塞
欲饮,迫塞
口渴,迫塞
恶寒,迫塞
尿黄,迫塞
发热,迫塞
胸闷,迫塞
呼吸困难,不耐风寒
呼吸困难,易感冒
汗出,不耐风寒
不耐风寒,自汗
不耐风寒,呼吸急促
不耐风寒,恶寒
不耐风寒,乏力
不耐风寒,少言
不耐风寒,易感冒
不耐风寒,面白
少言,易感冒
易感冒,面白
太息,月经不调
太息,发热
胸中满闷,胁胀
胸中满闷,善太息
胸中满闷,憋气
胸中满闷,纳差
胁胀,憋气
善太息,憋气
憋气,纳差
恶心,憋气
胸痛,憋气
呼吸困难,憋气
咳嗽,憋气
咳痰,憋气
憋气,头晕
憋气,呕吐
憋气,胸闷
汗出,憋气
自汗,憋气
憋气,呼吸急促
憋气,心悸
憋气,面白
浮肿,憋气
足冷,憋气
憋气,手冷
脘痞,心中懊𢙐
少气,心中懊𢙐
少气,呕吐
少气,胸闷
腹痛,心中懊𢙐
腹部拒按,心中懊𢙐
腹部拒按,尿黄
腹部拒按,尿短
胸痛,项背僵直
胸痛,头汗
胸痛,心中至少腹拒按
胸痛,心下满
项背僵直,头汗
项背僵直,心中至少腹拒按
项背僵直,心中懊𢙐
项背僵直,气喘
项背僵直,精神恍惚
项背僵直,心下满
汗出,心中至少腹拒按
汗出,心下满
头汗,心中至少腹拒按
头汗,口渴
头汗,心中懊𢙐
头汗,气喘
头汗,精神恍惚
头汗,心下满
心中至少腹拒按,口渴
心中至少腹拒按,心中懊𢙐
心中至少腹拒按,气喘
心中至少腹拒按,发热
心中至少腹拒按,便秘
心中至少腹拒按,精神恍惚
心中至少腹拒按,心下满
心中懊𢙐,气喘
心中懊𢙐,心下满
气喘,精神恍惚
发热,心下满
便秘,心下满
精神恍惚,心下满
情绪不稳,呛咳
咽干,心中懊𢙐
咽干,呛咳
汗出,喜饮
汗出,呛咳
不寐,呛咳
喜饮,少气
喜饮,咳嗽
喜饮,心中懊𢙐
喜饮,呛咳
少气,呛咳
咳嗽,心中懊𢙐
咳嗽,呛咳
烦躁,呛咳
口渴,呛咳
呕吐,呛咳
发热,呛咳
心中懊𢙐,呛咳
腰酸,心中懊𢙐
耳鸣,心中懊𢙐
下肢无力,心中懊𢙐
心中懊𢙐,盗汗
足冷,善太息
足冷,善欠
汗出,善欠
少气,善太息
少气,善欠
自汗,善欠
善太息,善欠
善太息,手冷
善太息,唇色白
善太息,面白
善欠,手冷
善欠,唇色白
善欠,乏力
善欠,胸闷
善欠,心悸
善欠,少言
善欠,面白
唇色白,胸闷
喜暖,少气
喜暖,大便不调
喜暖,胸闷
喜暖,声音低
喜暖,心悸
脘痞,尿清
脘痞,声音低
少气,大便不调
少气,声音低
尿清,声音低
肢冷,大便不调
大便不调,胸闷
大便不调,声音低
大便不调,心悸
胸闷,声音低
耳鸣,咽痒
视力受损,咽痒
面赤,咽痒
心悸,咽痒
咽痒,视物模糊
情绪不稳,唇色淡
不寐,唇色淡
烦躁,唇色淡
